num,,
e4_2_1,How long did it take to get to the educational insti-tution?,
e4_2_2,How long did it take to get to the educational insti-tution?,
e4_2_3,How long did it take to get to the educational insti-tution?,
e4_2_4,How long did it take to get to the educational insti-tution?,
e4_2_5,How long did it take to get to the educational insti-tution?,
e4_2_6,How long did it take to get to the educational insti-tution?,
e4_2_7,How long did it take to get to the educational insti-tution?,
e4_2_8,How long did it take to get to the educational insti-tution?,
e4_2_9,How long did it take to get to the educational insti-tution?,
e4_2_10,How long did it take to get to the educational insti-tution?,
e4_3_1,How long did it take to get to the educational insti-tution?,
e4_3_2,How long did it take to get to the educational insti-tution?,
e4_3_3,How long did it take to get to the educational insti-tution?,
e4_3_4,How long did it take to get to the educational insti-tution?,
e4_3_5,How long did it take to get to the educational insti-tution?,
e4_3_6,How long did it take to get to the educational insti-tution?,
e4_3_7,How long did it take to get to the educational insti-tution?,
e4_3_8,How long did it take to get to the educational insti-tution?,
e4_4_1,How long did it take to get to the educational insti-tution?,
e4_4_2,How long did it take to get to the educational insti-tution?,
e4_4_3,How long did it take to get to the educational insti-tution?,
e4_4_4,How long did it take to get to the educational insti-tution?,
e4_4_5,How long did it take to get to the educational insti-tution?,
e4_4_6,How long did it take to get to the educational insti-tution?,
e5_1_1,How did s/he get to the educational institu-tion?,e5_1_1
e5_1_2,How did s/he get to the educational institu-tion?,e5_1_2
e5_1_3,How did s/he get to the educational institu-tion?,e5_1_3
e5_1_4,How did s/he get to the educational institu-tion?,e5_1_4
e5_1_5,How did s/he get to the educational institu-tion?,e5_1_5
e5_1_6,How did s/he get to the educational institu-tion?,e5_1_6
e5_1_7,How did s/he get to the educational institu-tion?,e5_1_7
e5_1_8,How did s/he get to the educational institu-tion?,e5_1_8
e5_1_9,How did s/he get to the educational institu-tion?,e5_1_9
e5_1_10,How did s/he get to the educational institu-tion?,e5_1_10
e5_1_11,How did s/he get to the educational institu-tion?,e5_1_11
e5_1_12,How did s/he get to the educational institu-tion?,e5_1_12
e5_2_1,How did s/he get to the educational institu-tion?,e5_2_1
e5_2_2,How did s/he get to the educational institu-tion?,e5_2_2
e5_2_3,How did s/he get to the educational institu-tion?,e5_2_3
e5_2_4,How did s/he get to the educational institu-tion?,e5_2_4
e5_2_5,How did s/he get to the educational institu-tion?,e5_2_5
e5_2_6,How did s/he get to the educational institu-tion?,e5_2_6
e5_2_7,How did s/he get to the educational institu-tion?,e5_2_7
e5_2_8,How did s/he get to the educational institu-tion?,e5_2_8
e5_2_9,How did s/he get to the educational institu-tion?,e5_2_9
e5_3_1,How did s/he get to the educational institu-tion?,e5_3_1
e5_3_2,How did s/he get to the educational institu-tion?,e5_3_2
e5_3_3,How did s/he get to the educational institu-tion?,e5_3_3
e5_3_4,How did s/he get to the educational institu-tion?,e5_3_4
e5_3_5,How did s/he get to the educational institu-tion?,e5_3_5
e5_3_6,How did s/he get to the educational institu-tion?,e5_3_6
e5_3_7,How did s/he get to the educational institu-tion?,e5_3_7
e5_4_1,How did s/he get to the educational institu-tion?,e5_4_1
e5_4_2,How did s/he get to the educational institu-tion?,e5_4_2
e5_4_3,How did s/he get to the educational institu-tion?,e5_4_3
e5_4_4,How did s/he get to the educational institu-tion?,e5_4_4
e5_4_5,How did s/he get to the educational institu-tion?,e5_4_5
e5_4_6,How did s/he get to the educational institu-tion?,e5_4_6
e6_1_1,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_1_1
e6_1_2,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_1_2
e6_1_3,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_1_3
e6_1_4,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_1_4
e6_1_5,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_1_5
e6_1_6,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_1_6
e6_1_7,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_1_7
e6_1_8,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_1_8
e6_1_9,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_1_9
e6_1_10,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_1_10
e6_1_11,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_1_11
e6_1_12,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_1_12
e6_1_13,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_1_13
e6_1_14,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_1_14
e6_2_1,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_2_1
e6_2_2,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_2_2
e6_2_3,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_2_3
e6_2_4,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_2_4
e6_2_5,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_2_5
e6_2_6,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_2_6
e6_2_7,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_2_7
e6_2_8,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_2_8
e6_2_9,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_2_9
e6_2_10,"Out of those listed in E3, which education institu-tion would he/she like to att",e6_2_10
e7_1_1,Why did not he/she attend,e7_1_1
e7_1_2,Why did not he/she attend,e7_1_2
e7_1_3,Why did not he/she attend,e7_1_3
e7_1_4,Why did not he/she attend,e7_1_4
e7_1_5,Why did not he/she attend,e7_1_5
e7_1_6,Why did not he/she attend,e7_1_6
e7_1_7,Why did not he/she attend,e7_1_7
e7_1_8,Why did not he/she attend,e7_1_8
e7_1_9,Why did not he/she attend,e7_1_9
e7_1_10,Why did not he/she attend,e7_1_10
e7_1_11,Why did not he/she attend,e7_1_11
e7_1_12,Why did not he/she attend,e7_1_12
e7_2_1,Why did not he/she attend,e7_2_1
e7_2_2,Why did not he/she attend,e7_2_2
e7_2_3,Why did not he/she attend,e7_2_3
e7_2_4,Why did not he/she attend,e7_2_4
e7_2_5,Why did not he/she attend,e7_2_5
e7_2_6,Why did not he/she attend,e7_2_6
e7_2_7,Why did not he/she attend,e7_2_7
e7_2_8,Why did not he/she attend,e7_2_8
e7_3_1,Why did not he/she attend,e7_3_1
e7_3_2,Why did not he/she attend,e7_3_2
e7_3_3,Why did not he/she attend,e7_3_3
e7_3_4,Why did not he/she attend,e7_3_4
e7_3_5,Why did not he/she attend,e7_3_5
e7_3_6,Why did not he/she attend,e7_3_6
e7_3_7,Why did not he/she attend,e7_3_7
e8_1,Education fee,e8_1
e8_2,Education fee,e8_2
e8_3,Education fee,e8_3
e8_4,Education fee,e8_4
e8_5,Education fee,e8_5
e8_6,Education fee,e8_6
e8_7,Education fee,e8_7
e8_8,Education fee,e8_8
e8_9,Education fee,e8_9
e8_10,Education fee,e8_10
e8_11,Education fee,e8_11
e8_12,Education fee,e8_12
e9_1,For books and manuals,e9_1
e9_2,For books and manuals,e9_2
e9_3,For books and manuals,e9_3
e9_4,For books and manuals,e9_4
e9_5,For books and manuals,e9_5
e9_6,For books and manuals,e9_6
e9_7,For books and manuals,e9_7
e9_8,For books and manuals,e9_8
e9_9,For books and manuals,e9_9
e9_10,For books and manuals,e9_10
e9_11,For books and manuals,e9_11
e9_12,For books and manuals,e9_12
e10_1,"For buying other school items (notebooks, sports uniform, etc.)",e10_1
e10_2,"For buying other school items (notebooks, sports uniform, etc.)",e10_2
e10_3,"For buying other school items (notebooks, sports uniform, etc.)",e10_3
e10_4,"For buying other school items (notebooks, sports uniform, etc.)",e10_4
e10_5,"For buying other school items (notebooks, sports uniform, etc.)",e10_5
e10_6,"For buying other school items (notebooks, sports uniform, etc.)",e10_6
e10_7,"For buying other school items (notebooks, sports uniform, etc.)",e10_7
e10_8,"For buying other school items (notebooks, sports uniform, etc.)",e10_8
e10_9,"For buying other school items (notebooks, sports uniform, etc.)",e10_9
e10_10,"For buying other school items (notebooks, sports uniform, etc.)",e10_10
e10_11,"For buying other school items (notebooks, sports uniform, etc.)",e10_11
e10_12,"For buying other school items (notebooks, sports uniform, etc.)",e10_12
e11_1,Tutor's fee,e11_1
e11_2,Tutor's fee,e11_2
e11_3,Tutor's fee,e11_3
e11_4,Tutor's fee,e11_4
e11_5,Tutor's fee,e11_5
e11_6,Tutor's fee,e11_6
e11_7,Tutor's fee,e11_7
e11_8,Tutor's fee,e11_8
e12_1,Transportation costs for attending the education institution,e12_1
e12_2,Transportation costs for attending the education institution,e12_2
e12_3,Transportation costs for attending the education institution,e12_3
e12_4,Transportation costs for attending the education institution,e12_4
e12_5,Transportation costs for attending the education institution,e12_5
e12_6,Transportation costs for attending the education institution,e12_6
e12_7,Transportation costs for attending the education institution,e12_7
e12_8,Transportation costs for attending the education institution,e12_8
e12_9,Transportation costs for attending the education institution,e12_9
e12_10,Transportation costs for attending the education institution,e12_10
e13_1,Other education-related costs,e13_1
e13_2,Other education-related costs,e13_2
e13_3,Other education-related costs,e13_3
e13_4,Other education-related costs,e13_4
e13_5,Other education-related costs,e13_5
e13_6,Other education-related costs,e13_6
e13_7,Other education-related costs,e13_7
e13_8,Other education-related costs,e13_8
f1,How frequently did the household members need medical services during last year?,f1
f2,Did you easily manage to purchase the requitred medical services during last ye,f2
f3,"If you failed to purchase medical services, what was the main reason?",f3
f4,What was the main source of funding for purchasing medical services?,f4
f5,How frequently did the household members need medicines during the last year?,f5
f6,Did you easily manage to purchase the requitred medicines during last year?,f6
f7,"If you could not purchase medicines, what was the main cause of it?",f7
f8,What was the main source of funding for purchasing medicines?,f8
f9_1,Usually how long does it take to get to the Drugstore,
f9_2,Usually how long does it take to get to the First medical aid point,
f9_3,Usually how long does it take to get to the Hospital,
f10,Is there a child under 5 in the household?,f10
f11_a,Child's #,
f11_b,Child's #,
f11_c,Child's #,
f11_d,Child's #,
f11_1_1,What was the child's weight at birth? (in kg),
f11_1_2,What was the child's weight at birth? (in kg),
f11_1_3,What was the child's weight at birth? (in kg),
f11_1_4,What was the child's weight at birth? (in kg),
f11_2_1,What was the child's height at birth? (in cm),
f11_2_2,What was the child's height at birth? (in cm),
f11_2_3,What was the child's height at birth? (in cm),
f11_2_4,What was the child's height at birth? (in cm),
f11_3_1,What was the child's age when last weighed ? (Months),
f11_3_2,What was the child's age when last weighed ? (Months),
f11_3_3,What was the child's age when last weighed ? (Months),
f11_3_4,What was the child's age when last weighed ? (Months),
f11_4_1,What was the child's weight when last weighed?,
f11_4_2,What was the child's weight when last weighed?,
f11_4_3,What was the child's weight when last weighed?,
f11_4_4,What was the child's weight when last weighed?,
f11_5_1,What was the child's age when last measured ? (Months),
f11_5_2,What was the child's age when last measured ? (Months),
f11_5_3,What was the child's age when last measured ? (Months),
f11_5_4,What was the child's age when last measured ? (Months),
f11_6_1,What was the child's height when last measured ?,
f11_6_2,What was the child's height when last measured ?,
f11_6_3,What was the child's height when last measured ?,
f11_6_4,What was the child's height when last measured ?,
f11_7_1,Where was the child born?,f11_7_1
f11_7_2,Where was the child born?,f11_7_2
f11_7_3,Where was the child born?,f11_7_3
f11_7_4,Where was the child born?,f11_7_4
f11_8_1,Why did the mother not give birth at maternity hospital?,f11_8_1
f11_8_2,Why did the mother not give birth at maternity hospital?,f11_8_2
f11_8_3,Why did the mother not give birth at maternity hospital?,f11_8_3
f11_8_4,Why did the mother not give birth at maternity hospital?,f11_8_4
f11_9_1,Is the child breastfed?,f11_9_1
f11_9_2,Is the child breastfed?,f11_9_2
f11_9_3,Is the child breastfed?,f11_9_3
f11_9_4,Is the child breastfed?,f11_9_4
f11_10_1,Was the child breastfed?,f11_10_1
f11_10_2,Was the child breastfed?,f11_10_2
f11_10_3,Was the child breastfed?,f11_10_3
f11_10_4,Was the child breastfed?,f11_10_4
f11_11_1,How many months was the child breastfead (at least partly)?,
f11_11_2,How many months was the child breastfead (at least partly)?,
f11_11_3,How many months was the child breastfead (at least partly)?,
f11_11_4,How many months was the child breastfead (at least partly)?,
f11_12_1,How many months was the child exclusively breastfead?,
f11_12_2,How many months was the child exclusively breastfead?,
f11_12_3,How many months was the child exclusively breastfead?,
f11_12_4,How many months was the child exclusively breastfead?,
f11_13_1,When did you start breastfeeding the child?,
f11_13_2,When did you start breastfeeding the child?,
f11_13_3,When did you start breastfeeding the child?,
f11_13_4,When did you start breastfeeding the child?,
f11_14_1,Did you consult a specialist about breastfeeding?,f11_14_1
f11_14_2,Did you consult a specialist about breastfeeding?,f11_14_2
f11_14_3,Did you consult a specialist about breastfeeding?,f11_14_3
f11_14_4,Did you consult a specialist about breastfeeding?,f11_14_4
f11_15_1,How adequately was the child fed during the last three months?,f11_15_1
f11_15_2,How adequately was the child fed during the last three months?,f11_15_2
f11_15_3,How adequately was the child fed during the last three months?,f11_15_3
f11_15_4,How adequately was the child fed during the last three months?,f11_15_4
f11_16_1,Is the child under doctor's surveillance?,f11_16_1
f11_16_2,Is the child under doctor's surveillance?,f11_16_2
f11_16_3,Is the child under doctor's surveillance?,f11_16_3
f11_16_4,Is the child under doctor's surveillance?,f11_16_4
f11_17_1,Why is the child not under doctor's surveillance?,f11_17_1
f11_17_2,Why is the child not under doctor's surveillance?,f11_17_2
f11_17_3,Why is the child not under doctor's surveillance?,f11_17_3
f11_17_4,Why is the child not under doctor's surveillance?,f11_17_4
f11_18_1,Does the child receive any vaccination?,f11_18_1
f11_18_2,Does the child receive any vaccination?,f11_18_2
f11_18_3,Does the child receive any vaccination?,f11_18_3
f11_18_4,Does the child receive any vaccination?,f11_18_4
f11_19_1,"Since this time yesterday, did the child receive any of the following: Vitamin s",f11_19_1
f11_19_10,"Since this time yesterday, did the child receive any of the following: Vitamin s",f11_19_10
f11_19_2,"Since this time yesterday, did the child receive any of the following: Vitamin s",f11_19_2
f11_19_3,"Since this time yesterday, did the child receive any of the following: Vitamin s",f11_19_3
f11_19_20,"Since this time yesterday, did the child receive any of the fol-lowing: Plain wa",f11_19_20
f11_19_4,"Since this time yesterday, did the child receive any of the fol-lowing: Plain wa",f11_19_4
f11_19_5,"Since this time yesterday, did the child receive any of the fol-lowing: Plain wa",f11_19_5
f11_19_6,"Since this time yesterday, did the child receive any of the fol-lowing: Plain wa",f11_19_6
f11_19_30,"Since this time yesterday, did the child receive any of the fol-lowing: Sweetene",f11_19_30
f11_19_7,"Since this time yesterday, did the child receive any of the fol-lowing: Sweetene",f11_19_7
f11_19_8,"Since this time yesterday, did the child receive any of the fol-lowing: Sweetene",f11_19_8
f11_19_9,"Since this time yesterday, did the child receive any of the fol-lowing: Sweetene",f11_19_9
f11_19_40,"Since this time yesterday, did the child receive any of the fol-lowing: Oral reh",f11_19_40
f11_1_10,"Since this time yesterday, did the child receive any of the fol-lowing: Oral reh",f11_1_10
f11_1_11,"Since this time yesterday, did the child receive any of the fol-lowing: Oral reh",f11_1_11
f11_1_12,"Since this time yesterday, did the child receive any of the fol-lowing: Oral reh",f11_1_12
f11_19_50,"Since this time yesterday, did the child receive any of the fol-lowing: Infant f",f11_19_50
f11_1_13,"Since this time yesterday, did the child receive any of the fol-lowing: Infant f",f11_1_13
f11_1_14,"Since this time yesterday, did the child receive any of the fol-lowing: Infant f",f11_1_14
f11_1_15,"Since this time yesterday, did the child receive any of the fol-lowing: Infant f",f11_1_15
f11_19_60,"Since this time yesterday, did the child receive any of the fol-lowing: Milk",f11_19_60
f11_1_16,"Since this time yesterday, did the child receive any of the fol-lowing: Milk",f11_1_16
f11_1_17,"Since this time yesterday, did the child receive any of the fol-lowing: Milk",f11_1_17
f11_1_18,"Since this time yesterday, did the child receive any of the fol-lowing: Milk",f11_1_18
f11_19_70,"Since this time yesterday, did the child receive any of the fol-lowing: Other li",f11_19_70
f11_1_19,"Since this time yesterday, did the child receive any of the fol-lowing: Other li",f11_1_19
f11_1_20,"Since this time yesterday, did the child receive any of the fol-lowing: Other li",f11_1_20
f11_1_21,"Since this time yesterday, did the child receive any of the fol-lowing: Other li",f11_1_21
f11_19_80,"Since this time yesterday, did the child receive any of the fol-lowing: Solid or",f11_19_80
f11_1_22,"Since this time yesterday, did the child receive any of the fol-lowing: Solid or",f11_1_22
f11_1_23,"Since this time yesterday, did the child receive any of the fol-lowing: Solid or",f11_1_23
f11_1_24,"Since this time yesterday, did the child receive any of the fol-lowing: Solid or",f11_1_24
f11_20_1,"Since this time yesterday, how many times did the child eat solid, semisolid, or",
f11_20_2,"Since this time yesterday, how many times did the child eat solid, semisolid, or",
f11_20_3,"Since this time yesterday, how many times did the child eat solid, semisolid, or",
f11_20_4,"Since this time yesterday, how many times did the child eat solid, semisolid, or",
f12_1,The Amount of money the household spent on medical services and medicines during,
f12_2,The Amount of money the household spent on medical services and medicines during,
f12_3,The Amount of money the household spent on medical services and medicines during,
f12_4,The Amount of money the household spent on medical services and medicines during,
f12_5,The Amount of money the household spent on medical services and medicines during,
f12_6,The Amount of money the household spent on medical services and medicines during,
f12_7,The Amount of money the household spent on medical services and medicines during,
f12_8,The Amount of money the household spent on medical services and medicines during,
f12_9,The Amount of money the household spent on medical services and medicines during,
f12_10,The Amount of money the household spent on medical services and medicines during,
f12_11,The Amount of money the household spent on medical services and medicines during,
f12_12,The Amount of money the household spent on medical services and medicines during,
g1,Did you ask the state or any organization for social assistance during the last,g1
g2,Why did not you ask?,g2
g3,Do you plan to ask the state or any organization for assistance?,g3
g4_1,What type of assistance will you ask for?,g4_1
g4_2,What type of assistance will you ask for?,g4_2
g4_3,What type of assistance will you ask for?,g4_3
g4_4,What type of assistance will you ask for?,g4_4
g4_5,What type of assistance will you ask for?,g4_5
g5,Do you hope that your request will be satisfied?,g5
g6_1,Whom did you ask for assistance?,g6_1
g6_2,Whom did you ask for assistance?,g6_2
g6_3,Whom did you ask for assistance?,g6_3
g6_4,Whom did you ask for assistance?,g6_4
g6_5,Whom did you ask for assistance?,g6_5
g6_6,Whom did you ask for assistance?,g6_6
g7_1,What was the main content of your request?,g7_1
g7_2,What was the main content of your request?,g7_2
g7_3,What was the main content of your request?,g7_3
g7_4,What was the main content of your request?,g7_4
g7_5,What was the main content of your request?,g7_5
g7_6,What was the main content of your request?,g7_6
g7_7,What was the main content of your request?,g7_7
g8,Was your request satisfied?,g8
g9,Did you or your family member receive any social assistance during the last one,g9
g10_1,What types of social assistance do you or your family member receive now or rece,g10_1
g10_2,What types of social assistance do you or your family member receive now or rece,g10_2
g10_3,What types of social assistance do you or your family member receive now or rece,g10_3
g10_4,What types of social assistance do you or your family member receive now or rece,g10_4
g10_5,What types of social assistance do you or your family member receive now or rece,g10_5
g11,Who did you receive the assistance from?,g11
g12,How important the social assistance was for your family?,g12
h1,"According to your income, which category of the listed below would you attribute",h1
h2_1_1,Encircle all problems of the household,h2_1_1
h2_1_2,Encircle all problems of the household,h2_1_2
h2_1_3,Encircle all problems of the household,h2_1_3
h2_1_4,Encircle all problems of the household,h2_1_4
h2_1_5,Encircle all problems of the household,h2_1_5
h2_1_6,Encircle all problems of the household,h2_1_6
h2_1_7,Encircle all problems of the household,h2_1_7
h2_1_8,Encircle all problems of the household,h2_1_8
h2_1_9,Encircle all problems of the household,h2_1_9
h2_1_10,Encircle all problems of the household,h2_1_10
h2_1_11,Encircle all problems of the household,h2_1_11
h2_2_1,Encircle the main problem of the household,h2_2_1
h3,"Please tell me, during the last 12 months how the acuteness of this problem has",h3
h4,How has the economic situation of your household changed during the last 12 mont,h4
h5_1,What was the main reason for worsening the economic situation of your household?,h5_1
h5_2,What was the main reason for worsening the economic situation of your household?,h5_2
h5_3,What was the main reason for worsening the economic situation of your household?,h5_3
h5_4,What was the main reason for worsening the economic situation of your household?,h5_4
h5_5,What was the main reason for worsening the economic situation of your household?,h5_5
h5_6,What was the main reason for worsening the economic situation of your household?,h5_6
h5_7,What was the main reason for worsening the economic situation of your household?,h5_7
h5_8,What was the main reason for worsening the economic situation of your household?,h5_8
h6_1,"Upon worsening of the economic situation of your household, which of the below l",h6_1
h6_2,"Upon worsening of the economic situation of your household, which of the below l",h6_2
h6_3,"Upon worsening of the economic situation of your household, which of the below l",h6_3
h6_4,"Upon worsening of the economic situation of your household, which of the below l",h6_4
h7_1,What did you do to alleviate the impact of worsening economic situation on your,h7_1
h7_2,What did you do to alleviate the impact of worsening economic situation on your,h7_2
h7_3,What did you do to alleviate the impact of worsening economic situation on your,h7_3
h7_4,What did you do to alleviate the impact of worsening economic situation on your,h7_4
h7_5,What did you do to alleviate the impact of worsening economic situation on your,h7_5
h7_6,What did you do to alleviate the impact of worsening economic situation on your,h7_6
h7_7,What did you do to alleviate the impact of worsening economic situation on your,h7_7
h7_8,What did you do to alleviate the impact of worsening economic situation on your,h7_8
h8_1,"In your opinion, what was the main reason of improving the economic situation of",h8_1
h8_2,"In your opinion, what was the main reason of improving the economic situation of",h8_2
h8_3,"In your opinion, what was the main reason of improving the economic situation of",h8_3
h8_4,"In your opinion, what was the main reason of improving the economic situation of",h8_4
h9,"In your opinion, how will the economic situation of your household change during",h9
h10,"In your opinion, how real is the risk that during the next 12 months your househ",h10
h11,Did any member of your household borrow any amount of money/bank loan during the,h11
h12_1,Who did he/she borrow from?,h12_1
h12_2,Who did he/she borrow from?,h12_2
h12_3,Who did he/she borrow from?,h12_3
h12_4,Who did he/she borrow from?,h12_4
h13,Did you pay back what you borrowed?,h13
h14,Did any member of your household try without success to borrow some amount of mo,h14
h15,Whom did he/she address for borrowing?,h15
h16,What was the reason of refusal of lending?,h16
h17,What amount did you want to borrow?,h17
j1_1,On purchasing an automobile or a tractor,
j1_2,"On purchasing a motor-cycle, bicycle or other transportation means (wagon, wheel",
j1_3,"On purchasing tyres, accumulator, other spare parts and supplies",j1_3
j1_4,On purchasing fuel and lubricants for transportation means,j1_4
j1_5,On renting garage and parking place,j1_5
j1_6,On paying fines and other payments connected with transportation means,j1_6
j1_7,On diagnostics and repair of transportation means,j1_7
j1_8,Furniture,j1_8
j1_9,"Household items (crockery, linen, etc.)",
j1_10,"Electric appliances (TV set, refrigerator, iron, etc.)",
j1_11,Clothes and shoes for children,
j1_12,Clothes and shoes for adults,
j1_13,"Expenditure on hygienic goods and cosmetics (soap, shampoo, perfume, cologne, et",
j1_30,"On purchasing toys (cars, dolls, etc.)",
j1_31,On purchasing sports equipment,
j1_32,On gambling,
j1_33,On hotel (sanatorium) services or renting a flat,
j1_34,"Other expenditures on recreation and entertainment (books, etc.)",
j1_35,On repair of house or other premises (including the cost of materials and suppli,
j1_36,On remuneration of a workman for maintenance of the dwelling,
j1_37,"On purchasing floor-polish, window-cleaner, bath-cleaner and other similar means",
j1_38,"On hiring servant, maid, cook, etc.",
j1_39,On repair of landline and mobile phones,
j1_40,On repair of PC and its accessories,
j1_41,"On purchasing and installing a meter (electricity, gas, water)",
j1_42,On repair of furniture,
j1_43,On repair and installation of household equipment (including costs of workman's,
j1_44,On other repair,
j1_45,"Rent of flat (except electricity, water and other utility charges)",
j1_46,Water supply charges,j1_46
j1_47,Phone charges,j1_47
j1_48,Waste disposal and cleaning charges,
j1_49,Elevator and other utility charges,
j1_50,Liquid gas (in gas tanks),
j1_51,"Kerosene, diesel oil (not for transportation means)",
j1_52,Firewood,
j1_53,Other fuel (not for transportation means),
j1_54,Payment for long-distance and international phone calls,j1_54
j1_55,Payment for mobile phone calls,
j1_56,Payment for TV channels,
j1_57,Payment for purchasing telephone set and phone number,
j1_58,On purchasing mobile phones,
j1_59,On purchasing PC and its accessories,
j1_60,"Payment for internet services (DSL , ADSL)",
j1_61,On other goods and services,
j1_62,On textile purchased for household needs,
j1_63,Other expenditure,
j1_64,On hiring transportation means or purchasing fuel,
j1_65,"On services of loaders, storage, packing, etc.",
j1_66,,
j1_67,,
j1_68,On travel within the country by intercity transport,
j1_69,On travel abroad by various transportation means,
j1_70,"On food, hotel services and other expenditure during travel",
j1_71,Food expenditure,
j1_72,"On rite-related furnishings and appurtenances, on hiring a hall etc.",
j1_73,"Other non-food expenditure: on musicians, personnel (cook, waiter) etc.",
j1_74,Lump sum paid in connection of the rite,
j1_75,Expenditure on gifts (own production must be evaluated in GEL),
j1_76,Amount of gift money,j1_76
j1_77,"Cereal crops (maize, wheat, etc.)",
j1_78,"Grapes (for wine, vodka, grape juice etc.)",
j1_79,Fats for canned food,
j1_80,"Tomato, sour plum for sauces",
j1_81,Fruit for  compotes and jams,
j1_82,"Vegetables (tomato, eggplant, pepper, carrot and others ) for canned lunch",
j1_83,Meat for canning,
j1_84,"Sugar and other food items, total",
j1_84_1,Other expenditure (specify),
j1_85,Money or parcel sent to relatives/friends abroad (assess the approximate value o,
j1_86,Money gifted to relatives/fiends or the value of gifted items (except those conn,
j1_87,"On financial and brokerage services (cash transfer, etc.)",
j1_88,"On legal services (of a notary, lawyer, etc.)",
j1_89,"On baths, barber/hairdresser and other services",
j1_89_1,Other expenditure (specify),
j2_1_1_1,Bread (purchased) (kg),
j2_1_2,Bread (purchased) (L),
j2_2_1_1,Wheat flour (kg),
j2_2_2,Wheat flour (L),
j2_3_1_1,Corn flour(kg),
j2_3_2,Corn flour(L),
j2_4_1_1,"Beans, peas, etc. (kg)",
j2_4_2,"Beans, peas, etc. (L)",
j2_5_1_1,Rice(kg),
j2_5_2,Rice(L),
j2_6_1_1,"Buckwheat, semolina(kg)",
j2_6_2,"Buckwheat, semolina(L)",
j2_7_1_1,Pasta (kg),
j2_7_2,Pasta (L),
j2_8_1_1,Poultry meat(kg),
j2_8_2,Poultry meat(L),
j2_9_1_1,Beef or pork(kg),
j2_9_2,Beef or pork(L),
j2_10_1_,"Bacon, ham, lard, etc. (kg)",
j2_10_2,"Bacon, ham, lard, etc. (L)",
j2_11_1_,Sausages(kg),
j2_11_2,Sausages(L),
j2_12_1_,Animal fat(kg),
j2_12_2,Animal fat(L),
j2_13_1_,Fresh or frozen fish(kg),
j2_13_2,Fresh or frozen fish(L),
j2_14_1_,"Salted, smoked fish(kg)",
j2_14_2,"Salted, smoked fish(L)",
j2_15_1_,Caviar(kg),
j2_15_2,Caviar(L),
j2_16_1_,Milk(l),
j2_16_2,Milk(L),
j2_17_1_,"Milk powder, canned milk (condensed) (kg)",
j2_17_2,"Milk powder, canned milk (L)",
j2_18_1_,Cheese(kg),
j2_18_2,Cheese(L),
j2_19_1_,"Kefir, yoghurt(kg)",
j2_19_2,"Kefir, yoghurt(L)",
j2_20_1_,"Sour cream, cottage cheese, curd(kg)",
j2_20_2,"Sour cream, cottage cheese, curd(L)",
j2_21_1_,Eggs (pieces),
j2_21_2,Eggs (L),
j2_22_1_,Butter (including melted) (kg),
j2_22_2,Butter (including melted) (L),
j2_23_1_,Margarine and vegetable fats(kg),
j2_23_2,Margarine and vegetable fats(L),
j2_24_1_,Vegetable oils and other fats(l),
j2_24_2,Vegetable oils and other fats(L),
j2_25_1_,Canned meat(kg),
j2_25_2,Canned meat(L),
j2_26_1_,Canned fish(kg),
j2_26_2,Canned fish(L),
j2_27_1_,Canned vegetables(kg),
j2_27_2,Canned vegetables(L),
j2_28_1_,Canned fruit(kg),
j2_28_2,Canned fruit(L),
j2_29_1_,Sauces(l),
j2_29_2,Sauces(L),
j2_30_1_,"Mushrooms, canned mushrooms(kg)",
j2_30_2,"Mushrooms, canned mushrooms(L)",
j2_31_1_,"Melon, water-melon(kg)",
j2_31_2,"Melon, water-melon(L)",
j2_32_2,Pumpkin(kg),
j2_32_1_,Pumpkin(L),
j2_33_2,Potato(kg),
j2_33_1_,Potato(L),
j2_34_1_,"Carrot, beet, cabbage(kg)",
j2_34_2,"Carrot, beet, cabbage(L)",
j2_35_1_,"Tomato, cucumber(kg)",
j2_35_2,"Tomato, cucumber(L)",
j2_35_ot,Other  (kg),
j2_35lar,Other  (L),
j2_36_1_,"Green onion, greenery, radish(kg)",
j2_36_2,"Green onion, greenery, radish(L)",
